genes,logFC,logCPM,PValue,FDR,Annotation
LOC105188069,2.418071882,9.331071101,9.72E-08,4.47E-06,CD63 antigen
LOC105184226,2.058301902,7.081100623,1.03E-07,4.74E-06,furin-like protease 2
LOC105192678,2.421592356,5.644852198,1.06E-07,4.84E-06,uncharacterized protein LOC105192678 isoform X1
LOC105190189,3.811007429,8.931723696,1.07E-07,4.85E-06,uncharacterized protein LOC105190189 isoform X2
LOC105183370,2.546444908,4.826126045,1.08E-07,4.88E-06,muscle calcium channel subunit alpha-1 isoform X6
LOC105182756,2.752991058,6.507631601,1.08E-07,4.88E-06,uncharacterized protein LOC105182756 isoform X2
LOC105187520,3.236092999,4.033454678,1.08E-07,4.88E-06,probable G-protein coupled receptor CG31760 isoform X1
LOC105182042,2.773043957,5.832154787,1.09E-07,4.88E-06,cystinosin homolog isoform X2
LOC105190742,2.233101722,5.779929973,1.10E-07,4.91E-06,sodium/potassium-transporting ATPase subunit beta-2
LOC105185465,2.046481208,4.085936888,1.11E-07,4.96E-06,"putative lipoyltransferase 2, mitochondrial"
LOC105183009,2.083186259,5.959104925,1.12E-07,4.96E-06,uncharacterized protein LOC105183009 isoform X1
LOC105181737,6.23176917,6.79335583,1.15E-07,5.09E-06,carcinine transporter
LOC105187980,2.174321485,4.878887993,1.21E-07,5.33E-06,uncharacterized protein LOC105187980 isoform X1
LOC105184603,3.229081682,7.332005329,1.22E-07,5.36E-06,uncharacterized protein LOC105184603
LOC105190611,2.255598388,6.40754704,1.23E-07,5.38E-06,vasopressin V1a receptor
LOC105185401,2.922157455,8.36000367,1.23E-07,5.39E-06,PTB domain-containing engulfment adapter protein 1
LOC105190668,3.635636566,8.640453261,1.24E-07,5.41E-06,uncharacterized protein LOC105190668
LOC105180743,5.888905849,4.887917744,1.28E-07,5.56E-06,laccase-1 isoform X2
LOC105186058,2.320424142,6.755204074,1.29E-07,5.59E-06,uncharacterized protein LOC105186058
LOC105189493,2.60343236,3.381746452,1.30E-07,5.61E-06,calcium-dependent secretion activator isoform X1
LOC105191713,2.223028335,7.016107877,1.32E-07,5.66E-06,calpain-A isoform X4
LOC105190853,2.076449703,6.079155204,1.35E-07,5.75E-06,ets DNA-binding protein pokkuri isoform X1
LOC105185945,2.408053088,3.906996742,1.35E-07,5.75E-06,zinc transporter ZIP11 isoform X2
LOC105181974,1.915673467,5.194033978,1.38E-07,5.87E-06,"solute carrier family 52, riboflavin transporter, member 3-A isoform X1"
LOC105184683,2.271084966,4.082984451,1.46E-07,6.20E-06,sorting nexin-9
LOC105191348,3.039753505,11.04841516,1.55E-07,6.52E-06,cathepsin L
LOC105189287,1.871458779,5.191490005,1.56E-07,6.55E-06,endoribonuclease LACTB2
LOC105181402,3.988962406,3.66177832,1.57E-07,6.59E-06,modular serine protease-like
LOC105190862,3.774374929,3.914200482,1.58E-07,6.61E-06,protein takeout isoform X2
LOC105184800,2.532308897,7.497175763,1.59E-07,6.61E-06,kinase D-interacting substrate of 220 kDa B isoform X4
LOC105188716,2.217236953,5.860898615,1.60E-07,6.61E-06,uncharacterized protein LOC105188716 isoform X1
LOC105180753,1.979195829,9.057607002,1.60E-07,6.61E-06,plexin domain-containing protein 2 isoform X1
LOC112589671,2.717156391,9.425885625,1.65E-07,6.78E-06,hemolymph lipopolysaccharide-binding protein-like
LOC105182587,3.915373914,1.835190257,1.69E-07,6.93E-06,UDP-glucuronosyltransferase 2A3 isoform X1
LOC105190105,2.0237506,7.582359573,1.69E-07,6.93E-06,annexin B9 isoform X3
LOC105189033,2.604746612,5.344438422,1.73E-07,7.07E-06,protein bark beetle
LOC109504071,3.782715179,3.279413513,1.79E-07,7.28E-06,uncharacterized protein LOC109504071
LOC105186477,2.633920589,3.212687407,1.82E-07,7.36E-06,collagen alpha-1(XVIII) chain isoform X5
LOC112590013,3.798682474,4.101960035,1.89E-07,7.65E-06,venom carboxylesterase-6-like
LOC105190786,4.11918813,4.280190088,1.93E-07,7.76E-06,aminopeptidase N
LOC105181181,2.195483128,4.2373403,1.93E-07,7.76E-06,shootin-1 isoform X3
LOC105187942,1.946742812,4.672587449,2.08E-07,8.34E-06,ras-related protein Rap-2a
LOC105191375,2.060348184,6.634943632,2.09E-07,8.36E-06,protein held out wings isoform X5
LOC105186476,3.176778971,6.641042149,2.17E-07,8.62E-06,collagen alpha-5(IV) chain
LOC105191873,2.051009427,3.376056386,2.22E-07,8.79E-06,protein O-mannosyltransferase 1
LOC105182745,2.094673811,5.931319826,2.24E-07,8.86E-06,integrin beta-PS isoform X1
LOC105191065,2.730565417,13.10521224,2.27E-07,8.95E-06,filaggrin-2
LOC105181665,2.007145075,4.979199005,2.30E-07,9.04E-06,roundabout homolog 2
LOC105181406,2.358559913,5.298144797,2.35E-07,9.21E-06,adrenodoxin
LOC112590522,-6.997667067,0.487383665,2.38E-07,9.31E-06,uncharacterized protein LOC112590522
LOC105190053,2.729661613,3.308241489,2.39E-07,9.31E-06,uncharacterized protein LOC105190053
LOC109504651,2.323513187,12.52695989,2.48E-07,9.64E-06,von Willebrand factor D and EGF domain-containing protein-like
LOC109503583,2.81754551,8.515621038,2.49E-07,9.64E-06,uncharacterized protein LOC109503583 isoform X1
LOC105182441,2.362767714,5.459404454,2.67E-07,1.03E-05,SH3 domain-containing protein 19 isoform X2
LOC105190743,2.412953585,2.967956823,2.67E-07,1.03E-05,sodium/potassium-transporting ATPase subunit beta-2
LOC105192148,2.350849859,6.226216957,2.74E-07,1.05E-05,putative inorganic phosphate cotransporter isoform X2
LOC112588281,2.741285282,3.184838926,2.78E-07,1.06E-05,AF4/FMR2 family member 4-like
LOC105191119,1.982999087,5.745671134,2.83E-07,1.08E-05,septin-7 isoform X10
LOC105189617,2.1396651,4.419399253,2.86E-07,1.08E-05,sodium-coupled monocarboxylate transporter 1 isoform X2
LOC105192125,2.533297803,4.735050872,2.86E-07,1.08E-05,uncharacterized protein LOC105192125 isoform X1
LOC105188136,1.924317471,4.128287715,2.89E-07,1.09E-05,phospholipid scramblase 1 isoform X2
LOC105188596,2.021271433,4.590829211,2.91E-07,1.10E-05,formin-2 isoform X1
LOC105189832,1.941999281,8.832620794,2.95E-07,1.11E-05,peptidoglycan-recognition protein LE isoform X2
LOC105188932,1.788461162,4.08353684,3.01E-07,1.13E-05,autophagy-related protein 101
LOC105181381,2.113498782,4.290137958,3.06E-07,1.14E-05,rap1 GTPase-activating protein 1 isoform X1
LOC105191656,1.904010184,5.896199717,3.09E-07,1.15E-05,heat shock 70 kDa protein cognate 4
LOC105190006,3.862599877,8.730104669,3.11E-07,1.15E-05,cytochrome P450 9e2-like
LOC105185018,2.194837101,4.543945162,3.25E-07,1.20E-05,sialin
LOC105186122,4.535883553,4.199267957,3.26E-07,1.20E-05,sodium-dependent nutrient amino acid transporter 1 isoform X1
LOC105192509,2.357171906,4.48060245,3.32E-07,1.22E-05,transmembrane protein 135
LOC105191859,1.910502672,4.637307332,3.35E-07,1.23E-05,serine/threonine-protein kinase NLK isoform X1
LOC105185759,2.461414083,6.076299212,3.44E-07,1.26E-05,uncharacterized protein LOC105185759 isoform X1
LOC105191165,2.006816331,7.523053259,3.57E-07,1.30E-05,protein similar isoform X2
LOC105188995,2.996473117,8.450291311,3.68E-07,1.34E-05,"carnitine O-palmitoyltransferase 1, liver isoform isoform X1"
LOC105186840,2.310422851,3.636602034,3.68E-07,1.34E-05,uncharacterized protein LOC105186840
LOC105181272,2.045104071,7.348858114,3.72E-07,1.34E-05,microtubule-associated protein futsch isoform X2
LOC105190192,2.55350366,5.829212749,3.72E-07,1.34E-05,S-adenosylhomocysteine hydrolase-like protein 1 isoform X6
LOC105185296,-3.813466861,1.064069175,3.72E-07,1.34E-05,elongation of very long chain fatty acids protein 7
LOC105182901,1.925923778,6.290614556,3.84E-07,1.38E-05,contactin-2 isoform X1
LOC105182900,1.93484028,5.640918784,3.88E-07,1.39E-05,cytoplasmic polyadenylation element-binding protein 2
LOC105190318,2.609858382,7.057717233,3.89E-07,1.39E-05,NF-kappa-B inhibitor cactus-like
LOC105186530,2.20679373,5.011978681,3.91E-07,1.39E-05,lachesin isoform X2
LOC105189180,1.970040585,5.431810238,3.96E-07,1.40E-05,homeobox protein aristaless
LOC105189156,2.093358593,7.108228924,3.97E-07,1.40E-05,uncharacterized protein LOC105189156 isoform X1
LOC105192405,2.745216747,8.215103096,4.17E-07,1.47E-05,serine protease inhibitor 88Ea
LOC105185478,2.402592233,7.557551554,4.25E-07,1.49E-05,1-acyl-sn-glycerol-3-phosphate acyltransferase gamma
LOC105188725,2.512195233,4.198694271,4.34E-07,1.52E-05,uncharacterized protein LOC105188725 isoform X2
LOC105187379,1.935271238,4.188702338,4.43E-07,1.55E-05,beta-parvin
LOC105186131,2.000855422,5.497990673,4.65E-07,1.62E-05,acetyl-coenzyme A transporter 1
LOC105187049,2.021501165,7.925786323,4.83E-07,1.68E-05,mRNA decay activator protein ZFP36L2-like
LOC105189195,3.970580223,0.765146724,5.13E-07,1.77E-05,cationic amino acid transporter 2
LOC105181685,2.368245151,8.441681211,5.13E-07,1.77E-05,lipid storage droplets surface-binding protein 2
LOC105185363,7.21311912,0.807903076,5.24E-07,1.81E-05,caldesmon isoform X2
LOC105182112,5.909422489,1.942599862,5.26E-07,1.81E-05,uncharacterized protein LOC105182112
LOC105189834,1.898820222,5.667259074,5.31E-07,1.82E-05,RING finger and CHY zinc finger domain-containing protein 1
LOC105189499,1.770508548,5.719714107,5.33E-07,1.82E-05,transcription factor EC isoform X3
LOC105189089,1.91785324,6.612343045,5.35E-07,1.82E-05,cyclin-G-associated kinase
LOC105187607,4.456120818,2.484705969,5.38E-07,1.83E-05,uncharacterized protein LOC105187607
LOC105182347,2.653264397,6.45054104,5.38E-07,1.83E-05,soluble scavenger receptor cysteine-rich domain-containing protein SSC5D
LOC105184961,2.394104592,6.466401469,5.43E-07,1.83E-05,sorting nexin-29 isoform X1
LOC105190290,2.556227865,4.341894663,5.45E-07,1.83E-05,alpha-mannosidase 2 isoform X1
LOC105180520,2.366085876,7.516538724,5.45E-07,1.83E-05,uncharacterized protein LOC105180520 isoform X2
LOC105183408,3.903699224,3.890407487,5.63E-07,1.89E-05,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B
LOC105192701,2.031124655,4.869779967,5.64E-07,1.89E-05,"beta-1,3-galactosyltransferase 5"
LOC105181842,4.330788863,6.866678187,5.65E-07,1.89E-05,myosin-2 heavy chain isoform X1
LOC105191178,4.191932932,5.485655876,5.73E-07,1.91E-05,elongation of very long chain fatty acids protein AAEL008004
LOC105183130,4.389679305,3.973244651,5.76E-07,1.91E-05,protein spaetzle 3
LOC105190052,6.284822321,0.127376336,6.16E-07,2.04E-05,uncharacterized protein LOC105190052
LOC105181628,2.215779402,8.13859324,6.23E-07,2.06E-05,transmembrane protein 132B isoform X2
LOC105188626,2.270713797,3.647726565,6.34E-07,2.09E-05,uncharacterized protein LOC105188626 isoform X1
LOC105188530,2.167344096,7.283275023,6.47E-07,2.12E-05,tetratricopeptide repeat protein 39B
LOC105187957,-7.388954896,3.951256432,6.47E-07,2.12E-05,maternal effect protein oskar
LOC105189061,3.798994453,3.695808845,6.48E-07,2.12E-05,multidrug resistance-associated protein 4-like
LOC105182517,2.351157131,9.070818923,6.54E-07,2.13E-05,sodium/potassium-transporting ATPase subunit alpha isoform X4
LOC105183335,1.774208763,5.672416008,6.56E-07,2.13E-05,wiskott-Aldrich syndrome protein family member 3 isoform X2
LOC105181335,2.108395454,6.039324591,6.66E-07,2.16E-05,putative uncharacterized protein DDB_G0277255 isoform X1
LOC105180756,1.914431053,4.428795645,6.83E-07,2.21E-05,dedicator of cytokinesis protein 3 isoform X4
LOC105191289,2.206156725,4.258659759,6.85E-07,2.21E-05,tyrosine-protein kinase Src64B isoform X1
LOC105192557,1.919694765,9.391643765,6.97E-07,2.24E-05,UDP-glucuronosyltransferase 2A3
LOC105181280,8.492240149,4.318699689,6.98E-07,2.24E-05,calexcitin-2
LOC105182365,2.736296158,4.980626803,7.03E-07,2.25E-05,phosphoinositide 3-kinase adapter protein 1 isoform X1
LOC105190264,3.086087331,6.509351762,7.11E-07,2.27E-05,uncharacterized protein LOC105190264
LOC105187085,2.128133862,3.335809322,7.43E-07,2.36E-05,alpha/beta hydrolase domain-containing protein 17B
LOC105183497,4.948707444,8.04776654,7.43E-07,2.36E-05,multidrug resistance protein homolog 49 isoform X2
LOC105184815,1.905592693,4.445264679,7.57E-07,2.40E-05,melanotransferrin
LOC105185224,2.516346151,6.70003465,7.77E-07,2.46E-05,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase"
LOC105186391,2.528221447,4.865560202,7.83E-07,2.47E-05,WD repeat-containing protein 47 isoform X2
LOC105184159,5.666230491,6.298620399,8.02E-07,2.53E-05,cysteine sulfinic acid decarboxylase
LOC105181156,2.066575959,5.016040412,8.16E-07,2.56E-05,plastin-2
LOC105182705,2.161828261,4.068703909,8.22E-07,2.57E-05,"POU domain, class 4, transcription factor 2-like"
LOC105183295,3.023130425,9.171277103,8.24E-07,2.57E-05,trichohyalin isoform X1
LOC105191929,1.933506357,6.895322566,8.31E-07,2.58E-05,uncharacterized protein LOC105191929 isoform X2
LOC105183751,2.024352241,7.644170544,8.31E-07,2.58E-05,bifunctional heparan sulfate N-deacetylase/N-sulfotransferase
LOC105189562,2.146056245,5.806194479,8.31E-07,2.58E-05,prostatic acid phosphatase
LOC105185958,1.980183649,3.876926618,8.38E-07,2.59E-05,insulin-like receptor isoform X1
LOC105192253,2.69566064,8.520096567,8.60E-07,2.66E-05,uncharacterized protein LOC105192253 isoform X2
LOC105188087,2.250121257,8.589855063,8.80E-07,2.71E-05,"very long-chain specific acyl-CoA dehydrogenase, mitochondrial"
LOC105187970,3.985965519,2.115468743,8.88E-07,2.73E-05,leucine-rich repeat-containing protein 24
LOC105184058,2.89059158,3.716756705,9.01E-07,2.75E-05,protein similar-like
LOC105181793,2.940370979,2.406483919,9.01E-07,2.75E-05,serine proteinase stubble isoform X2
LOC105180956,-3.568481593,0.920748481,9.02E-07,2.75E-05,uncharacterized protein LOC105180956
LOC105181154,3.244136812,2.468172966,9.17E-07,2.79E-05,uncharacterized protein LOC105181154
LOC105191158,2.146220759,6.473819657,9.42E-07,2.86E-05,EH domain-containing protein 3
LOC105190673,1.880610642,6.951499363,9.50E-07,2.88E-05,syndecan
LOC105181172,4.17801129,1.720451772,9.55E-07,2.88E-05,neurogenic protein big brain
LOC105185597,3.350816822,3.689959973,9.57E-07,2.88E-05,prisilkin-39
LOC105191746,1.962685015,3.935809021,9.65E-07,2.90E-05,neurofibromin isoform X1
LOC105185307,3.557352858,5.506008883,9.68E-07,2.90E-05,uncharacterized protein LOC105185307 isoform X1
LOC105182429,2.289848487,3.211368384,9.68E-07,2.90E-05,homeobox protein cut isoform X1
LOC105182806,5.209056759,5.359556429,9.84E-07,2.94E-05,troponin C
LOC105188698,1.818732782,5.580213406,9.93E-07,2.96E-05,guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1
LOC105185776,4.834103546,5.490287196,1.00E-06,2.97E-05,peptidoglycan-recognition protein 2 isoform X1
LOC105183409,1.975256712,4.750743954,1.02E-06,3.01E-05,fibroblast growth factor receptor substrate 2
LOC105192567,2.539730109,3.056983227,1.02E-06,3.01E-05,probable tubulin polyglutamylase TTLL9
LOC105180590,1.983376899,4.246277995,1.03E-06,3.02E-05,tetratricopeptide repeat protein 5
LOC105183037,2.162600699,6.23214495,1.03E-06,3.02E-05,uncharacterized protein LOC105183037 isoform X9
LOC105184526,2.048704774,5.649686049,1.03E-06,3.04E-05,CD109 antigen
LOC105182315,3.283594621,3.616685104,1.04E-06,3.04E-05,uncharacterized protein LOC105182315
LOC109504285,2.009935535,6.867242734,1.04E-06,3.04E-05,uncharacterized protein LOC109504285
LOC105181327,1.815440628,4.05955248,1.04E-06,3.04E-05,solute carrier family 35 member E1 homolog
LOC112588060,2.050077516,5.892918697,1.04E-06,3.04E-05,ankyrin repeat domain-containing protein 29
LOC112590237,1.860050849,5.362567732,1.06E-06,3.08E-05,peptidyl-prolyl cis-trans isomerase FKBP15-1-like
LOC105184554,1.72140522,3.862158311,1.11E-06,3.20E-05,heparan-sulfate 6-O-sulfotransferase 1-B
LOC105189178,2.091482223,6.11969632,1.12E-06,3.24E-05,dual specificity protein kinase splA isoform X1
LOC105189723,2.021985702,4.948875298,1.12E-06,3.24E-05,LIM domain-containing protein jub
LOC105190079,2.04018941,6.482297502,1.13E-06,3.24E-05,uncharacterized protein LOC105190079 isoform X3
LOC105188613,2.026994387,9.365757795,1.15E-06,3.30E-05,ATP-binding cassette sub-family G member 4
LOC105185316,1.956711148,5.918731158,1.16E-06,3.31E-05,ADP-ribosylation factor 2
LOC105187964,2.713893613,4.863493328,1.16E-06,3.32E-05,uncharacterized protein LOC105187964
LOC112588045,1.796992268,5.396320321,1.18E-06,3.35E-05,fasciclin-1-like
LOC105181973,1.733906174,5.15613722,1.19E-06,3.38E-05,F-box/WD repeat-containing protein 9 isoform X1
LOC105187834,1.911778288,6.560544859,1.19E-06,3.38E-05,atlastin isoform X5
LOC105186127,2.683723856,5.566877608,1.20E-06,3.39E-05,H(+)/Cl(-) exchange transporter 7
LOC105192332,3.842039586,1.950083167,1.29E-06,3.66E-05,dual specificity protein phosphatase 22-B
LOC105186529,1.992011335,5.363363802,1.30E-06,3.67E-05,"alpha-(1,3)-fucosyltransferase C"
LOC105190316,4.468627531,3.884266166,1.35E-06,3.79E-05,thioredoxin domain-containing protein 3 isoform X2
LOC105191632,2.183402234,10.25829122,1.35E-06,3.80E-05,zinc transporter ZIP13
LOC105190183,1.961761455,6.056202798,1.36E-06,3.80E-05,senecionine N-oxygenase isoform X1
LOC105185235,2.558628232,2.319403124,1.36E-06,3.80E-05,neuronal acetylcholine receptor subunit alpha-4
LOC105187697,4.241373618,2.408717513,1.39E-06,3.88E-05,prohormone-2
LOC112589147,2.764365345,6.136026492,1.40E-06,3.89E-05,cytochrome P450 9e2-like
LOC105187346,2.088367187,4.020725112,1.41E-06,3.92E-05,apoptosis-inducing factor 3 isoform X3
LOC105180961,1.890319992,6.409511656,1.42E-06,3.93E-05,protein Shroom isoform X1
LOC105188390,2.024484049,5.024769983,1.47E-06,4.04E-05,ras-like protein 2 isoform X1
LOC109503669,2.329355789,5.354624563,1.47E-06,4.04E-05,uncharacterized protein LOC109503669 isoform X1
LOC105183273,1.833776979,3.845906855,1.47E-06,4.04E-05,uncharacterized protein LOC105183273 isoform X2
LOC105182360,2.198256549,2.924165049,1.47E-06,4.04E-05,uncharacterized protein LOC105182360
LOC105183722,2.813417746,7.173073778,1.48E-06,4.04E-05,UPF0676 protein C1494.01 isoform X1
LOC105182093,4.035909679,0.817764386,1.48E-06,4.04E-05,gamma-aminobutyric acid receptor subunit beta isoform X1
LOC105191659,2.582899725,2.60411302,1.57E-06,4.28E-05,uncharacterized protein LOC105191659 isoform X1
LOC105185761,1.733138583,4.518858764,1.59E-06,4.32E-05,PRKC apoptosis WT1 regulator protein isoform X2
LOC109504008,2.618359252,4.767731277,1.64E-06,4.44E-05,lymphocyte antigen 6C2
LOC105190538,2.314346619,8.248128123,1.64E-06,4.44E-05,lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog
LOC105183010,1.738510802,4.98646898,1.65E-06,4.45E-05,"probable phospholipid-transporting ATPase VA, partial"
LOC105181574,1.79812576,5.305481609,1.66E-06,4.47E-05,protein gustavus isoform X4
LOC105189418,3.892406394,1.8543868,1.66E-06,4.48E-05,uncharacterized protein LOC105189418
LOC105191353,2.639317202,8.368774184,1.69E-06,4.54E-05,interferon-related developmental regulator 2
LOC105189318,4.175628379,5.307848601,1.69E-06,4.54E-05,ninjurin-1 isoform X1
LOC105186348,1.949921638,7.171738937,1.70E-06,4.55E-05,oxysterol-binding protein 1 isoform X3
LOC105186327,5.999109717,-0.072961108,1.72E-06,4.60E-05,protein CBFA2T3
LOC105188918,2.033672521,5.735323366,1.74E-06,4.63E-05,hormone-sensitive lipase isoform X1
LOC105180905,2.630710857,9.733760544,1.75E-06,4.66E-05,aminopeptidase N
