Protein	GO.term
LOC105180557	GO:0008150
LOC105180557	GO:0008152
LOC105180557	GO:0043170
LOC105180557	GO:0070417
LOC105180557	GO:0071166
LOC105180557	GO:0006346
LOC105180557	GO:0048254
LOC105180558	GO:0008150
LOC105180558	GO:0008152
LOC105180558	GO:0009987
LOC105180558	GO:0070988
LOC105180558	GO:0090181
LOC105180558	GO:0032332
LOC105180558	GO:0043154
LOC105180558	GO:0018393
LOC105180558	GO:0009437
LOC105180558	GO:0003420
LOC105180558	GO:0032770
LOC105180558	GO:0090346
LOC105180558	GO:0046210
LOC105180558	GO:0060192
LOC105180558	GO:0043602
LOC105180558	GO:0006696
LOC105180558	GO:0045880
LOC105180558	GO:0090031
LOC105180558	GO:0045542
LOC105180558	GO:0042493
LOC105180558.8.p1	GO:0008152
LOC105180558.8.p1	GO:0008150
LOC105180558.8.p1	GO:0009987
LOC105180558.8.p1	GO:0032770
LOC105180558.8.p1	GO:0070988
LOC105180558.8.p1	GO:0032332
LOC105180558.8.p1	GO:0046210
LOC105180558.8.p1	GO:0018393
LOC105180558.8.p1	GO:0045542
LOC105180558.8.p1	GO:0090181
LOC105180558.8.p1	GO:0045880
LOC105180558.8.p1	GO:0043154
LOC105180558.8.p1	GO:0043602
LOC105180558.8.p1	GO:0006696
LOC105180558.8.p1	GO:0009437
LOC105180558.8.p1	GO:0090031
LOC105180558.8.p1	GO:0003420
LOC105180558.8.p1	GO:0090346
LOC105180558.8.p1	GO:0060192
LOC105180561	GO:0010467
LOC105180561	GO:0008150
LOC105180561	GO:0008152
LOC105180561	GO:0009987
LOC105180561	GO:0009644
LOC105180563	GO:0008150
LOC105180563	GO:0009987
LOC105180564	GO:0008150
LOC105180564	GO:0009987
LOC105180564	GO:0044655
LOC105180564	GO:0007032
LOC105180564	GO:0045785
LOC105180565.1.p1	GO:0043170
LOC105180565.1.p1	GO:0008152
LOC105180565.1.p1	GO:0009987
LOC105180565.1.p1	GO:0032268
LOC105180565.1.p1	GO:0051248
LOC105180565.1.p1	GO:0008150
LOC105180565.1.p1	GO:1904383
LOC105180565.1.p1	GO:1904355
LOC105180565.1.p1	GO:1903936
LOC105180565.1.p1	GO:1990828
LOC105180565.1.p1	GO:1904586
LOC105180565	GO:0032268
LOC105180565	GO:0008152
LOC105180565	GO:0008150
LOC105180565	GO:0009987
LOC105180565	GO:0043170
LOC105180565	GO:0042149
LOC105180565	GO:1904577
LOC105180565	GO:0071732
LOC105180565	GO:1903936
LOC105180565	GO:1904586
LOC105180565	GO:0042789
LOC105180565	GO:0051592
LOC105180565	GO:1904383
LOC105180565	GO:1990828
LOC105180565	GO:1904355
LOC105180565	GO:1901355
LOC105180565	GO:0010467
LOC105180565	GO:0051248
LOC105180565.14.p1	GO:0032268
LOC105180565.14.p1	GO:0009987
LOC105180565.14.p1	GO:0010629
LOC105180565.14.p1	GO:0008152
LOC105180565.14.p1	GO:0008150
LOC105180565.14.p1	GO:0051248
LOC105180565	GO:0010629
LOC105180565	GO:0030154
LOC105180565.8.p1	GO:0043170
LOC105180565.8.p1	GO:0008152
LOC105180565.8.p1	GO:0009987
LOC105180565.8.p1	GO:0032268
LOC105180565.8.p1	GO:0051248
LOC105180565.8.p1	GO:0008150
LOC105180565.8.p1	GO:1904383
LOC105180565.8.p1	GO:1904355
LOC105180565.8.p1	GO:1903936
LOC105180565.8.p1	GO:1990828
LOC105180565.8.p1	GO:1904586
LOC105180567	GO:0006265
LOC105180567	GO:0009987
LOC105180567	GO:0008150
LOC105180567	GO:0008152
LOC105180567	GO:0043170
LOC105180567	GO:0044774
LOC105180567	GO:2001034
LOC105180567	GO:0006342
LOC105180567	GO:0043065
LOC105180567	GO:0030263
LOC105180567	GO:0071318
LOC105180567	GO:0045870
LOC105180567	GO:0000819
LOC105180567	GO:0031055
LOC105180567	GO:0097046
LOC105180567	GO:0006333
LOC105180567	GO:0000019
LOC105180567	GO:0070301
LOC105180567	GO:0048511
LOC105180567	GO:0000712
LOC105180567	GO:0090202
LOC105180567	GO:0006268
LOC105180567	GO:0006271
LOC105180571	GO:0008152
LOC105180571	GO:0009987
LOC105180571	GO:0043170
LOC105180571	GO:0008150
LOC105180571	GO:0051597
LOC105180571	GO:0043627
LOC105180571	GO:0007041
LOC105180572.4.p8	GO:0008150
LOC105180572.4.p8	GO:0009987
LOC105180572.5.p8	GO:0008150
LOC105180572.5.p8	GO:0009987
LOC105180574	GO:0008150
LOC105180574	GO:0009987
LOC105180575	GO:0008150
LOC105180575	GO:0008152
LOC105180575	GO:0009987
LOC105180575.2.p1	GO:0008152
LOC105180575.2.p1	GO:0009987
LOC105180575.2.p1	GO:0008150
LOC105180575.2.p1	GO:0006720
LOC105180577	GO:0008150
LOC105180577	GO:0009987
LOC105180578	GO:0008152
LOC105180578	GO:0043170
LOC105180578	GO:0009987
LOC105180578	GO:0008150
LOC105180579	GO:0043170
LOC105180579	GO:0008152
LOC105180579	GO:0008150
LOC105180579	GO:0009987
LOC105180579	GO:0022008
LOC105180579	GO:0048255
LOC105180584	GO:0008152
LOC105180584	GO:0008150
LOC105180584	GO:0009987
LOC105180584	GO:0045922
LOC105180584	GO:1904224
LOC105180584	GO:2001030
LOC105180584	GO:0009813
LOC105180584.6.p1	GO:0008152
LOC105180584.6.p1	GO:0008150
LOC105180584.6.p1	GO:0009987
LOC105180584.6.p1	GO:0045922
LOC105180584.6.p1	GO:1904224
LOC105180584.6.p1	GO:2001030
LOC105180584.6.p1	GO:0009813
LOC105180587	GO:0008150
LOC105180587	GO:0009987
LOC105180587	GO:1900383
LOC105180587	GO:0048013
LOC105180588	GO:0009987
LOC105180588	GO:0008150
LOC105180588	GO:0034620
LOC105180588	GO:0032024
LOC105180589	GO:0008152
LOC105180589	GO:0018130
LOC105180589	GO:0032502
LOC105180589	GO:0031326
LOC105180589	GO:0010556
LOC105180589	GO:0019219
LOC105180589	GO:1901362
LOC105180589	GO:0008150
LOC105180589	GO:0006366
LOC105180589	GO:0019438
LOC105180589	GO:0043170
LOC105180589	GO:1990830
LOC105180589	GO:2000597
LOC105180589	GO:0042660
LOC105180589	GO:0090190
LOC105180589	GO:0070094
LOC105180589	GO:0042593
LOC105180589	GO:0001933
LOC105180589	GO:0048505
LOC105180589	GO:0000132
LOC105180589	GO:2000178
LOC105180589	GO:0021986
LOC105180589	GO:0031062
LOC105180589	GO:0001709
LOC105180590	GO:0009987
LOC105180590	GO:0008152
LOC105180590	GO:0008150
LOC105180595	GO:0009987
LOC105180595	GO:0008150
LOC105180595	GO:0008152
LOC105180598	GO:0009987
LOC105180598	GO:0008150
LOC105180598	GO:0008152
LOC105180598	GO:0051013
LOC105180598	GO:0031122
LOC105180598	GO:0007067
LOC105180598	GO:0033687
LOC105180598	GO:1902120
LOC105180598	GO:0009825
LOC105180598	GO:2001243
LOC105180598	GO:0071479
LOC105180598	GO:0055075
LOC105180598	GO:0010569
LOC105180598	GO:0010977
LOC105180599	GO:0009987
LOC105180599	GO:0008152
LOC105180599	GO:0043170
LOC105180599	GO:0008150
LOC105180599	GO:0008340
LOC105180599	GO:0061365
LOC105180599	GO:0034497
LOC105180599	GO:0048203
LOC105180599	GO:0036498
LOC105180599	GO:0010508
LOC105180599	GO:0040024
LOC105180599	GO:0009267
LOC105180600	GO:0008150
LOC105180600	GO:0009987
LOC105180601	GO:0008152
LOC105180601	GO:0008150
LOC105180601	GO:0009987
LOC105180602.1.p1	GO:0008150
LOC105180602.1.p1	GO:0006491
LOC105180603	GO:0032268
LOC105180603	GO:0043170
LOC105180603	GO:0009987
LOC105180603	GO:0008152
LOC105180603	GO:0008150
LOC105180603	GO:0016567
LOC105180603	GO:0032436
LOC105180603	GO:0035617
LOC105180603	GO:0006302
LOC105180603	GO:0016236
LOC105180603	GO:0034605
LOC105180603	GO:0045879
LOC105180603	GO:0046598
LOC105180603	GO:0046716
LOC105180603	GO:0072389
LOC105180603	GO:0010918
LOC105180603	GO:0032510
LOC105180603	GO:1903007
LOC105180603	GO:0034517
LOC105180603	GO:0071712
LOC105180603	GO:1903862
LOC105180603	GO:0090263
LOC105180603	GO:2001171
LOC105180603	GO:0019985
LOC105180603	GO:0007317
LOC105180603	GO:0007030
LOC105180603	GO:0007040
LOC105180603	GO:0030433
LOC105180603	GO:0051228
LOC105180603	GO:0043523
LOC105180603	GO:0016320
LOC105180603	GO:1903843
LOC105180603	GO:0030970
LOC105180603	GO:0006734
LOC105180603	GO:0097352
LOC105180603	GO:0006274
LOC105180604	GO:0008150
LOC105180604	GO:0008152
LOC105180604	GO:0009987
LOC105180604	GO:0006695
LOC105180605	GO:0008150
LOC105180605	GO:0006886
LOC105180605	GO:0034613
LOC105180605	GO:2000009
LOC105180605	GO:0009987
LOC105180605	GO:0070727
LOC105180605	GO:0032511
LOC105180606	GO:0008150
LOC105180606	GO:0009987
LOC105180606	GO:0032091
LOC105180606	GO:1902041
LOC105180608	GO:0008150
LOC105180610	GO:0009987
LOC105180610	GO:0043170
LOC105180610	GO:0008150
LOC105180610	GO:0008152
LOC105180610	GO:0000722
LOC105180610	GO:0090398
LOC105180610	GO:1990683
LOC105180610	GO:0010165
LOC105180610	GO:0051984
LOC105180613	GO:0008150
LOC105180613	GO:0009987
LOC105180615	GO:0008150
LOC105180615	GO:0009987
LOC105180615	GO:0030154
LOC105180616	GO:0008150
LOC105180616	GO:0009987
LOC105180617	GO:0009987
LOC105180617	GO:0008152
LOC105180617	GO:0008150
LOC105180617	GO:0043170
LOC105180617	GO:0010467
LOC105180617	GO:0032446
LOC105180618	GO:0008150
LOC105180618	GO:0009987
LOC105180619	GO:0008150
LOC105180619	GO:0009987
LOC105180619	GO:0098038
LOC105180621.1.p1	GO:0008150
LOC105180621.1.p1	GO:0008152
LOC105180621.1.p1	GO:0009987
LOC105180621.1.p1	GO:1900273
LOC105180621.1.p1	GO:0010816
LOC105180621.1.p1	GO:0045745
LOC105180621.1.p1	GO:0071493
LOC105180621.1.p1	GO:0046449
LOC105180621.1.p1	GO:0090399
LOC105180621.1.p1	GO:0035994
LOC105180621.1.p1	GO:0016486
LOC105180621.1.p1	GO:0071492
LOC105180621.1.p1	GO:0042493
LOC105180621.1.p1	GO:0019233
LOC105180621.1.p1	GO:0010814
LOC105180621.1.p1	GO:0097242
LOC105180621.1.p1	GO:0010815
LOC105180621.1.p1	GO:0030324
LOC105180621.2.p1	GO:0009987
LOC105180621.2.p1	GO:0008152
LOC105180621.2.p1	GO:0008150
LOC105180621.2.p1	GO:0046449
LOC105180621.2.p1	GO:0071493
LOC105180621.2.p1	GO:0071492
LOC105180621.2.p1	GO:0010814
LOC105180621.2.p1	GO:0010816
LOC105180621.2.p1	GO:0035994
LOC105180621.2.p1	GO:0019233
LOC105180621.2.p1	GO:0010815
LOC105180621	GO:0008152
LOC105180621	GO:0043170
LOC105180621	GO:0008150
LOC105180621	GO:0009987
LOC105180621	GO:0042733
LOC105180621	GO:0019233
LOC105180621	GO:0071492
LOC105180621	GO:0090399
LOC105180621	GO:0097242
LOC105180621	GO:0010816
LOC105180621	GO:0046449
LOC105180621	GO:0043950
LOC105180621	GO:0042493
LOC105180621	GO:0016486
LOC105180621	GO:0010814
LOC105180621	GO:0071493
LOC105180621	GO:0035994
LOC105180627	GO:0008150
LOC105180627	GO:0008152
LOC105180627	GO:0043170
LOC105180627	GO:0009987
LOC105180627	GO:0035994
LOC105180627	GO:0019233
LOC105180627	GO:0071492
LOC105180627	GO:0010815
LOC105180627	GO:0097242
LOC105180627	GO:0010814
LOC105180627	GO:0046449
LOC105180627	GO:0071493
LOC105180627	GO:0010816
LOC105180627	GO:0010613
LOC105180627	GO:0090399
LOC105180630	GO:0009987
LOC105180630	GO:0008150
LOC105180630	GO:0008152
LOC105180630	GO:0006415
LOC105180630	GO:0060338
LOC105180630	GO:0032790
LOC105180630	GO:0006413
LOC105180630	GO:0045727
LOC105180630	GO:0001558
LOC105180630	GO:0000054
LOC105180630	GO:0051607
LOC105180633	GO:0008152
LOC105180633	GO:0008150
LOC105180633	GO:0043170
LOC105180633	GO:0009987
LOC105180634	GO:0008150
LOC105180634	GO:0009987
LOC105180634	GO:0008152
LOC105180642	GO:0043170
LOC105180642	GO:0009987
LOC105180642	GO:0008152
LOC105180642	GO:0008150
LOC105180642	GO:0051056
LOC105180642	GO:0051716
LOC105180644.1.p1	GO:0008150
LOC105180644.1.p1	GO:0051248
LOC105180644.1.p1	GO:0010467
LOC105180644.1.p1	GO:0032268
LOC105180644.1.p1	GO:0008152
LOC105180644.1.p1	GO:1901165
LOC105180644.1.p1	GO:0035278
LOC105180644.1.p1	GO:0042985
LOC105180644.1.p1	GO:0045652
LOC105180644.1.p1	GO:0035087
LOC105180644.1.p1	GO:0060213
LOC105180644.1.p1	GO:0031054
LOC105180644.1.p1	GO:0007223
LOC105180644.1.p1	GO:0033227
LOC105180644.1.p1	GO:0010501
LOC105180644.1.p1	GO:1900153
LOC105180644.1.p1	GO:0035280
LOC105180644	GO:0032268
LOC105180644	GO:0008150
LOC105180644	GO:0051248
LOC105180644	GO:0009987
LOC105180644	GO:0008152
LOC105180644	GO:0010467
LOC105180644	GO:0045944
LOC105180644	GO:0033227
LOC105180644	GO:0035087
LOC105180644	GO:0060213
LOC105180644	GO:0045652
LOC105180644	GO:0031054
LOC105180644	GO:1901165
LOC105180644	GO:0042985
LOC105180644	GO:0007223
LOC105180644	GO:0035280
LOC105180644	GO:0035278
LOC105180644	GO:0043170
LOC105180644	GO:0035190
LOC105180644	GO:1900153
LOC105180644	GO:0010501
LOC105180644	GO:0006402
LOC105180646	GO:0009987
LOC105180646	GO:0008150
LOC105180648.2.p1	GO:0008152
LOC105180648.2.p1	GO:0009987
LOC105180648.2.p1	GO:0008150
LOC105180648.2.p1	GO:0006893
LOC105180650	GO:0009987
LOC105180650	GO:0016192
LOC105180650	GO:0008150
LOC105180650	GO:0008152
LOC105180650	GO:0090630
LOC105180650	GO:0070373
LOC105180650	GO:0007030
LOC105180650	GO:1902017
LOC105180650	GO:0019068
LOC105180650	GO:0031338
LOC105180650	GO:0032268
LOC105180651	GO:0009987
LOC105180651	GO:0008150
LOC105180653	GO:0008150
LOC105180653	GO:0009987
LOC105180653	GO:0008152
LOC105180653	GO:0006241
LOC105180653	GO:0015949
LOC105180653	GO:0042098
LOC105180653	GO:0042100
LOC105180653	GO:0019856
LOC105180654	GO:0019438
LOC105180654	GO:1901362
LOC105180654	GO:0043170
LOC105180654	GO:0008152
LOC105180654	GO:0018130
LOC105180654	GO:0009987
LOC105180654	GO:0006268
LOC105180654	GO:0008150
LOC105180654	GO:1902975
LOC105180654	GO:0006267
LOC105180654	GO:0009555
LOC105180654	GO:0071353
LOC105180654	GO:0000727
LOC105180654	GO:0090102
LOC105180654	GO:0048364
LOC105180654	GO:0008406
LOC105180655	GO:0008152
LOC105180655	GO:0051301
LOC105180655	GO:0008150
LOC105180655	GO:0010200
LOC105180655	GO:0042325
LOC105180655	GO:0032268
LOC105180656	GO:0046579
LOC105180656	GO:0032268
LOC105180656	GO:0008150
LOC105180656	GO:0008152
LOC105180656	GO:0051056
LOC105180656	GO:0009987
LOC105180656	GO:0043170
LOC105180657	GO:0008150
LOC105180657	GO:0010467
LOC105180657	GO:0009987
LOC105180657	GO:0008152
LOC105180657	GO:0010950
LOC105180657	GO:0043170
LOC105180657	GO:0006355
LOC105180658	GO:0008150
LOC105180658	GO:0008152
LOC105180658	GO:1901362
LOC105180658	GO:0001113
LOC105180659	GO:0032268
LOC105180659	GO:0008152
LOC105180659	GO:0043170
LOC105180659	GO:0016192
LOC105180659	GO:0008150
LOC105180659	GO:0006468
LOC105180659	GO:0042325
LOC105180659	GO:0009987
LOC105180659	GO:0031397
LOC105180659	GO:0060765
LOC105180659	GO:0002092
LOC105180659	GO:0002031
LOC105180659	GO:0031398
LOC105180659	GO:0090240
LOC105180659	GO:0032715
LOC105180659	GO:0043149
LOC105180659	GO:0006366
LOC105180659	GO:0034260
LOC105180659	GO:0045746
LOC105180659	GO:0002032
LOC105180659	GO:0043154
LOC105180659	GO:0042699
LOC105180659	GO:1904037
LOC105180659	GO:0070373
LOC105180659	GO:0031623
LOC105180664	GO:0009987
LOC105180664	GO:0008150
LOC105180664	GO:0043170
LOC105180664	GO:0040022
LOC105180664	GO:0000398
LOC105180664	GO:0009793
LOC105180664	GO:0000381
LOC105180664	GO:0016246
LOC105180664	GO:0040031
LOC105180664	GO:0009817
LOC105180664	GO:0000390
LOC105180666	GO:0009987
LOC105180666	GO:0008150
LOC105180667	GO:0008150
LOC105180667	GO:0009987
LOC105180670	GO:0008152
LOC105180670	GO:0008150
LOC105180670	GO:0009987
LOC105180670.3.p1	GO:0008152
LOC105180670.3.p1	GO:0008150
LOC105180670.3.p1	GO:0009987
LOC105180670.4.p1	GO:0008152
LOC105180670.4.p1	GO:0008150
LOC105180670.4.p1	GO:0009987
LOC105180670.6.p1	GO:0008152
LOC105180670.6.p1	GO:0008150
LOC105180670.6.p1	GO:0009987
LOC105180671	GO:0009987
LOC105180671	GO:0010467
LOC105180671	GO:0008150
LOC105180671	GO:0043170
LOC105180671	GO:0000122
LOC105180671	GO:1901485
LOC105180671	GO:1902732
LOC105180671	GO:0046825
LOC105180671	GO:1903863
LOC105180671	GO:0009303
LOC105180671	GO:0031940
LOC105180671	GO:0003247
LOC105180671	GO:0031397
LOC105180671	GO:0048146
LOC105180671.3.p2	GO:0043170
LOC105180671.3.p2	GO:0008150
LOC105180671.3.p2	GO:0008152
LOC105180671.3.p2	GO:0009987
LOC105180671.3.p2	GO:0000122
LOC105180671.3.p2	GO:1901485
LOC105180675	GO:0008152
LOC105180675	GO:0016192
LOC105180675	GO:0008150
LOC105180675	GO:0009987
LOC105180675	GO:0043316
LOC105180675	GO:0048172
LOC105180675	GO:0097494
LOC105180675	GO:0051586
LOC105180675	GO:0032482
LOC105180675	GO:0050975
LOC105180675	GO:0048790
LOC105180675	GO:0097278
LOC105180675	GO:0018125
LOC105180676	GO:0008150
LOC105180680	GO:0008152
LOC105180680	GO:0009987
LOC105180680	GO:0008150
LOC105180680	GO:0021587
LOC105180680	GO:0007416
LOC105180680	GO:0006625
LOC105180681	GO:0042325
LOC105180681	GO:0008150
LOC105180681	GO:0006468
LOC105180681	GO:0009987
LOC105180681	GO:0032268
LOC105180681	GO:0008152
LOC105180681	GO:0051716
LOC105180681	GO:0043170
LOC105180681	GO:0045669
LOC105180681	GO:0030148
LOC105180681	GO:0010837
LOC105180681	GO:0007077
LOC105180681	GO:0010763
LOC105180682	GO:0008152
LOC105180682	GO:0009161
LOC105180682	GO:0009987
LOC105180682	GO:0008150
LOC105180682	GO:0072015
LOC105180682	GO:0006196
LOC105180682	GO:0046033
LOC105180682	GO:0052652
LOC105180682	GO:0034101
LOC105180682	GO:0006188
LOC105180682	GO:0097009
LOC105180682	GO:0046039
LOC105180682	GO:0009737
LOC105180682	GO:0042632
LOC105180682.8.p1	GO:0009161
LOC105180682.8.p1	GO:0008150
LOC105180682.8.p1	GO:0008152
LOC105180682.8.p1	GO:0009987
LOC105180682.8.p1	GO:0042632
LOC105180682.8.p1	GO:0034101
LOC105180682.8.p1	GO:0006188
LOC105180682.8.p1	GO:0072015
LOC105180682.8.p1	GO:0046039
LOC105180682.8.p1	GO:0097009
LOC105180682.8.p1	GO:0009737
LOC105180682.8.p1	GO:0046033
LOC105180683	GO:0010467
LOC105180683	GO:0009987
LOC105180683	GO:0043486
LOC105180683	GO:0043170
LOC105180683	GO:0008150
LOC105180683	GO:0008152
LOC105180683	GO:0018130
LOC105180683	GO:0019438
LOC105180683	GO:1901362
LOC105180684	GO:0006887
LOC105180684	GO:0034613
LOC105180684	GO:0008150
LOC105180684	GO:0070727
LOC105180684	GO:0016192
LOC105180684	GO:0009987
LOC105180684	GO:2000008
LOC105180684	GO:1990182
LOC105180684	GO:0032402
LOC105180684	GO:0010634
LOC105180684	GO:0048169
LOC105180684	GO:0030953
LOC105180684	GO:0043687
LOC105180684	GO:0090150
LOC105180684	GO:1903078
LOC105180684	GO:0007080
LOC105180684	GO:0032467
LOC105180684	GO:0031175
LOC105180684	GO:0000911
LOC105180684	GO:0010796
LOC105180684	GO:0072594
LOC105180684	GO:0035773
LOC105180684	GO:0036258
LOC105180684	GO:0072659
LOC105180684	GO:0033572
LOC105180684	GO:0010971
LOC105180684	GO:0003091
LOC105180684	GO:0071468
LOC105180684	GO:0032482
LOC105180684	GO:0042538
LOC105180684	GO:0001881
LOC105180684	GO:1903024
LOC105180684	GO:1902441
LOC105180684	GO:0045773
LOC105180685	GO:0008150
LOC105180685	GO:0048666
LOC105180685	GO:0009987
LOC105180685	GO:0032502
LOC105180689	GO:0008150
LOC105180689	GO:0009987
LOC105180689	GO:0008152
LOC105180690	GO:0008150
LOC105180690	GO:0009987
LOC105180690	GO:0008152
LOC105180694	GO:0008150
LOC105180694	GO:0010467
LOC105180694	GO:0001510
LOC105180694	GO:0043170
LOC105180694	GO:0009987
LOC105180694	GO:0008152
LOC105180694	GO:0001975
LOC105180694	GO:0036416
LOC105180695	GO:0010467
LOC105180695	GO:0008150
LOC105180695	GO:0009987
LOC105180695	GO:0008152
LOC105180696	GO:0051716
LOC105180696	GO:0043412
LOC105180696	GO:0006468
LOC105180696	GO:0008152
LOC105180696	GO:0042325
LOC105180696	GO:0019538
LOC105180696	GO:0036211
LOC105180696	GO:0008150
LOC105180696	GO:0032268
LOC105180696	GO:0043170
LOC105180696	GO:0009987
LOC105180696	GO:0051248
LOC105180696	GO:1902036
LOC105180696	GO:1900225
LOC105180696	GO:0002286
LOC105180696	GO:0045444
LOC105180696	GO:1903788
LOC105180696	GO:0019081
LOC105180696	GO:0045943
LOC105180696	GO:1990737
LOC105180696	GO:0032092
LOC105180696	GO:0036499
LOC105180696	GO:0060734
LOC105180696	GO:1904262
LOC105180696	GO:0034644
LOC105180696	GO:0032792
LOC105180696	GO:0006909
LOC105180696	GO:0010467
LOC105180696	GO:0071704
LOC105180696	GO:0044238
LOC105180696	GO:0031642
LOC105180696	GO:0007029
LOC105180697	GO:0009987
LOC105180697	GO:0008150
LOC105180697	GO:0040011
LOC105180697	GO:0008152
LOC105180698	GO:0009987
LOC105180698	GO:0030154
LOC105180698	GO:0008150
LOC105180698	GO:0040011
LOC105180698	GO:0060307
LOC105180698	GO:0019954
LOC105180698	GO:0042247
LOC105180698	GO:0030010
LOC105180698	GO:0030836
LOC105180698	GO:0006909
LOC105180698	GO:1903673
LOC105180698	GO:0045214
LOC105180698	GO:0030042
LOC105180698	GO:0008152
LOC105180698	GO:0030043
LOC105180698	GO:0045199
LOC105180698	GO:0002446
LOC105180698	GO:0032466
LOC105180698.4.p1	GO:0040011
LOC105180698.4.p1	GO:0008150
LOC105180698.4.p1	GO:0009987
LOC105180698.4.p1	GO:0042247
LOC105180698.4.p1	GO:0045214
LOC105180698.4.p1	GO:1903673
LOC105180698.4.p1	GO:0006909
LOC105180698.4.p1	GO:0002446
LOC105180698.4.p1	GO:0030836
LOC105180698.4.p1	GO:0060307
LOC105180698.4.p1	GO:0030010
LOC105180698.5.p1	GO:0008152
LOC105180698.5.p1	GO:0009987
LOC105180698.5.p1	GO:0040011
LOC105180698.5.p1	GO:0008150
LOC105180698.5.p1	GO:0030154
LOC105180698.5.p1	GO:0006909
LOC105180698.5.p1	GO:0045214
LOC105180698.5.p1	GO:0060307
LOC105180698.5.p1	GO:0042247
LOC105180698.5.p1	GO:0030836
LOC105180698.5.p1	GO:1903673
LOC105180698.5.p1	GO:0002446
LOC105180698.5.p1	GO:0030010
LOC105180698.6.p1	GO:0009987
LOC105180698.6.p1	GO:0040011
LOC105180698.6.p1	GO:0008150
LOC105180698.6.p1	GO:0008152
LOC105180698.6.p1	GO:0016192
LOC105180698.6.p1	GO:0042247
LOC105180698.6.p1	GO:0030836
LOC105180698.6.p1	GO:0030010
LOC105180698.6.p1	GO:1990266
LOC105180698.6.p1	GO:1903673
LOC105180698.6.p1	GO:0060307
LOC105180698.9.p1	GO:0040011
LOC105180698.9.p1	GO:0009987
LOC105180698.9.p1	GO:0030042
LOC105180698.9.p1	GO:0008150
LOC105180698.9.p1	GO:0008152
LOC105180698.9.p1	GO:1903673
LOC105180698.9.p1	GO:0045199
LOC105180698.9.p1	GO:0030010
LOC105180698.9.p1	GO:0042247
LOC105180698.9.p1	GO:0060307
LOC105180698.9.p1	GO:0030836
LOC105180698.9.p1	GO:0002446
LOC105180698.9.p1	GO:0006909
LOC105180698.9.p1	GO:0045214
LOC105180698.9.p1	GO:0030043
LOC105180698.9.p1	GO:0019954
LOC105180700	GO:0009987
LOC105180700	GO:0008150
LOC105180703	GO:0008150
LOC105180703	GO:0009987
LOC105180708	GO:0043170
LOC105180708	GO:0010835
LOC105180708	GO:0009987
LOC105180708	GO:0008150
LOC105180708	GO:0032268
LOC105180708	GO:0008152
LOC105180708.3.p1	GO:0008152
LOC105180708.3.p1	GO:0009987
LOC105180708.3.p1	GO:0008150
LOC105180708.3.p1	GO:0010835
LOC105180708.3.p1	GO:0032268
LOC105180727	GO:0008150
LOC105180729	GO:0008150
LOC105180730	GO:0009987
LOC105180730	GO:0008152
LOC105180730	GO:0008150
LOC105180730	GO:0046113
LOC105180731	GO:0008152
LOC105180731	GO:0008150
LOC105180731	GO:0009987
LOC105180733	GO:0009987
LOC105180733	GO:0008152
LOC105180733	GO:0008150
LOC105180733	GO:0010467
LOC105180733	GO:0043170
LOC105180733	GO:0000184
LOC105180738	GO:0008150
LOC105180738	GO:0009987
LOC105180741	GO:0006886
LOC105180741	GO:0008152
LOC105180741	GO:0070727
LOC105180741	GO:0008150
LOC105180741	GO:0034613
LOC105180741	GO:0009987
LOC105180742	GO:0010467
LOC105180742	GO:0008152
LOC105180742	GO:0006397
LOC105180742	GO:0043170
LOC105180742	GO:0008150
LOC105180742	GO:0009987
LOC105180742.2.p1	GO:0043170
LOC105180742.2.p1	GO:0008150
LOC105180742.2.p1	GO:0009987
LOC105180742.2.p1	GO:0008152
LOC105180742.6.p1	GO:0043170
LOC105180742.6.p1	GO:0008150
LOC105180742.6.p1	GO:0009987
LOC105180742.6.p1	GO:0008152
LOC105180745	GO:0009987
LOC105180745	GO:0008150
LOC105180745	GO:0051173
LOC105180745	GO:0051716
LOC105180745	GO:0051054
LOC105180745	GO:0008152
LOC105180745	GO:0043170
LOC105180745	GO:0006302
LOC105180746	GO:0009987
