genes,logFC,logCPM,PValue,FDR,Annotation
LOC112589967,-6.7115693,2.32233725,5.30E-17,2.42E-15,uncharacterized protein LOC112589967
LOC105183983,-3.8374003,3.55339501,5.51E-17,2.51E-15,uncharacterized protein LOC105183983
LOC105186760,3.32346846,5.12298692,5.58E-17,2.53E-15,fibrillin-3
LOC105185005,4.53638227,3.73814287,5.65E-17,2.55E-15,UPF0691 protein C9orf116
LOC105187329,-2.3086103,5.75188264,5.87E-17,2.64E-15,uncharacterized protein LOC105187329
LOC105186239,4.12272869,5.1031744,6.44E-17,2.89E-15,uncharacterized protein LOC105186239
LOC105185081,2.941504,6.45223879,6.70E-17,3.00E-15,microtubule-associated protein futsch
LOC105186683,-8.9345967,2.06490315,7.69E-17,3.43E-15,zinc finger protein 260
LOC112589700,-6.7009631,2.38790217,8.64E-17,3.84E-15,uncharacterized protein LOC112589700
LOC105183665,3.62029651,3.85746857,8.96E-17,3.96E-15,hydroxyacid oxidase 1
LOC105187621,3.9450062,4.55971029,8.98E-17,3.96E-15,brefeldin A-inhibited guanine nucleotide-exchange protein 3 isoform X5
LOC105182705,2.80382505,4.44627799,9.37E-17,4.12E-15,"POU domain, class 4, transcription factor 2-like"
LOC109503858,4.20160115,4.98902401,9.49E-17,4.16E-15,AF4/FMR2 family member 4-like
LOC105191415,4.16346864,8.23771589,9.79E-17,4.27E-15,O-acyltransferase like protein
LOC105182909,-2.4553889,5.51703793,1.22E-16,5.30E-15,probable oligoribonuclease
LOC105184337,4.93768429,10.3581892,1.23E-16,5.34E-15,titin isoform X2
LOC105183286,4.182318,5.56966868,1.25E-16,5.38E-15,growth/differentiation factor 8
LOC105188514,5.87297442,5.74482387,1.26E-16,5.42E-15,"high affinity cAMP-specific and IBMX-insensitive 3\\',5\\'-cyclic phosphodiesterase 8A isoform X7"
LOC105190402,3.29110141,4.37533951,1.41E-16,6.05E-15,serum response factor-binding protein 1
LOC105181252,-8.8865089,9.0942956,1.58E-16,6.74E-15,uncharacterized protein LOC105181252
LOC105185770,-4.0985606,3.6044123,1.67E-16,7.10E-15,ejaculatory bulb-specific protein 3
LOC105185525,-2.3007536,6.90452349,1.71E-16,7.27E-15,uncharacterized protein LOC105185525
LOC105189915,-5.4676225,2.81057772,1.80E-16,7.62E-15,glutamyl aminopeptidase-like
LOC105183742,4.75765366,4.6374783,2.00E-16,8.43E-15,uncharacterized protein LOC105183742
LOC112589539,-6.7255121,2.32044513,2.10E-16,8.82E-15,glutamyl aminopeptidase-like
LOC105184334,4.01489372,6.69286559,2.17E-16,9.09E-15,uncharacterized protein LOC105184334 isoform X1
LOC105192483,2.68837287,5.61835583,2.90E-16,1.21E-14,uncharacterized protein LOC105192483 isoform X2
LOC105192454,4.84022442,4.65918938,2.92E-16,1.22E-14,uncharacterized protein LOC105192454 isoform X1
LOC105182744,4.98680167,3.10751277,3.08E-16,1.28E-14,uncharacterized protein LOC105182744 isoform X1
LOC105189887,4.58700833,2.72339349,3.20E-16,1.33E-14,uncharacterized protein LOC105189887 isoform X2
LOC105188316,2.70577322,7.56110903,3.47E-16,1.43E-14,four and a half LIM domains protein 2 isoform X5
LOC105183196,5.59041324,4.71924457,3.60E-16,1.48E-14,chondroitin sulfate proteoglycan 4 isoform X1
LOC112589810,-4.0120896,3.50740785,3.74E-16,1.53E-14,putative fatty acyl-CoA reductase CG5065 isoform X1
LOC105183616,2.44620016,5.39085478,3.97E-16,1.62E-14,uncharacterized protein LOC105183616
LOC105180850,-3.6303151,4.00126235,4.65E-16,1.89E-14,head-specific guanylate cyclase
LOC105182801,3.75374444,2.05983885,4.70E-16,1.91E-14,protein tilB
LOC105188665,-3.1125017,3.78830509,4.87E-16,1.97E-14,uncharacterized protein LOC105188665
LOC105180991,2.82870226,8.51077451,4.96E-16,2.00E-14,A disintegrin and metalloproteinase with thrombospondin motifs 9 isoform X1
LOC105181520,2.55446246,6.18986401,5.15E-16,2.07E-14,receptor-type tyrosine-protein phosphatase N2 isoform X1
LOC105189116,4.45380356,8.18777355,5.19E-16,2.08E-14,venom carboxylesterase-6-like
LOC105190009,4.04774188,6.24580641,5.28E-16,2.11E-14,cytochrome P450 9e2-like
LOC105188636,3.20894556,6.43708504,5.52E-16,2.20E-14,iroquois-class homeodomain protein IRX-6
LOC105191774,-5.2151133,4.41113345,5.54E-16,2.20E-14,uncharacterized protein LOC105191774
LOC105180951,2.14896476,6.24826934,5.68E-16,2.25E-14,Krueppel-like factor 6 isoform X1
LOC105182687,-2.9310536,4.04548547,5.97E-16,2.35E-14,aquaporin-11
LOC105189045,2.26842688,10.9828034,6.68E-16,2.62E-14,extracellular matrix-binding protein ebh isoform X1
LOC105181265,3.04596678,4.36447545,7.16E-16,2.80E-14,uncharacterized protein LOC105181265 isoform X1
LOC105187980,1.9658134,6.19312131,7.33E-16,2.86E-14,uncharacterized protein LOC105187980 isoform X1
LOC105191565,4.01898298,7.20849812,7.38E-16,2.87E-14,"paramyosin, long form"
LOC105186472,2.90322335,5.64093854,8.27E-16,3.21E-14,neural-cadherin isoform X5
LOC105181576,4.69103843,4.12632543,9.01E-16,3.49E-14,PR domain zinc finger protein 16 isoform X2
LOC105188751,4.01354071,4.56669491,9.19E-16,3.54E-14,"actin-5, muscle-specific"
LOC105192359,-2.0232868,7.40684179,9.42E-16,3.62E-14,uncharacterized protein LOC105192359
LOC105192061,-3.5680145,3.29631004,9.43E-16,3.62E-14,diuretic hormone 44
LOC105187669,1.90949882,8.16992424,9.89E-16,3.78E-14,"FERM, ARHGEF and pleckstrin domain-containing protein 1 isoform X3"
LOC105188888,4.43191831,3.6528506,1.09E-15,4.17E-14,homeobox protein abdominal-A homolog isoform X2
LOC105189473,3.81204969,7.5947291,1.14E-15,4.32E-14,muscle-specific protein 20
LOC105189124,-1.9710755,6.01220224,1.16E-15,4.40E-14,putative SERF-like protein
LOC105184618,-4.8253516,4.15256415,1.18E-15,4.44E-14,mitochondrial amidoxime-reducing component 1-like
LOC105185024,2.76976394,5.39001861,1.32E-15,4.96E-14,uncharacterized protein LOC105185024 isoform X2
LOC105191334,-3.5883997,6.91267824,1.40E-15,5.25E-14,bifunctional 3\\'-phosphoadenosine 5\\'-phosphosulfate synthase
LOC105186510,2.06273113,5.87600841,1.40E-15,5.25E-14,LOW QUALITY PROTEIN: nephrin
LOC105180820,5.26931142,6.63777094,1.47E-15,5.48E-14,uncharacterized protein LOC105180820
LOC105188496,-3.9699993,5.65061752,1.61E-15,6.00E-14,acyl-CoA-binding protein homolog 1
LOC105188919,2.61289214,7.67405646,1.70E-15,6.32E-14,amyloid-beta-like protein isoform X1
LOC105187074,1.90426527,8.16794153,1.74E-15,6.44E-14,zinc finger protein 608 isoform X2
LOC105190505,3.16179075,6.26704696,1.89E-15,6.96E-14,janus kinase and microtubule-interacting protein 3 isoform X2
LOC105190515,2.09020968,6.27003699,2.06E-15,7.56E-14,transcription factor AP-1
LOC105182347,2.59425123,7.71385188,2.19E-15,8.04E-14,soluble scavenger receptor cysteine-rich domain-containing protein SSC5D
LOC105192377,1.872681,6.27391389,2.22E-15,8.10E-14,MAGUK p55 subfamily member 6 isoform X1
LOC105189229,1.96469991,7.91319234,2.22E-15,8.10E-14,polypyrimidine tract-binding protein 1 isoform X11
LOC109504606,-1.7973172,6.23850582,2.36E-15,8.59E-14,single-pass membrane and coiled-coil domain-containing protein 4 homolog
LOC105182693,2.65517972,4.20698938,2.46E-15,8.91E-14,sodium- and chloride-dependent GABA transporter ine isoform X1
LOC105192665,3.57807221,8.08790825,2.53E-15,9.13E-14,transferrin
LOC105181682,2.81883647,5.36816447,2.55E-15,9.18E-14,protein groucho isoform X11
LOC105182855,2.25253801,6.21976487,2.56E-15,9.21E-14,probable multidrug resistance-associated protein lethal(2)03659 isoform X1
LOC105182055,3.9432816,5.32312516,2.65E-15,9.51E-14,myosin light chain alkali isoform X2
LOC105187987,2.5569803,5.044576,2.76E-15,9.88E-14,protein hairy
LOC105186402,-4.3223565,3.02850394,2.80E-15,9.97E-14,uncharacterized protein LOC105186402
LOC105183342,1.84974885,7.91372644,3.10E-15,1.10E-13,"protein tramtrack, beta isoform isoform X2"
LOC105188864,-4.5934903,2.36440699,3.29E-15,1.16E-13,zinc finger protein 880
LOC105188568,5.6498729,4.77689928,3.29E-15,1.16E-13,centrosomal protein of 78 kDa
LOC105191319,3.87631295,4.56397273,3.40E-15,1.20E-13,hemicentin-2
LOC105188792,3.68632262,4.37914113,3.97E-15,1.39E-13,discoidin domain-containing receptor 2
LOC105188880,5.19257183,5.02142572,4.04E-15,1.42E-13,UNC93-like protein
LOC105191178,2.97786516,3.62154736,4.30E-15,1.50E-13,elongation of very long chain fatty acids protein AAEL008004
LOC105181044,1.78829317,7.13087362,4.57E-15,1.59E-13,protein retinal degeneration B isoform X1
LOC109504604,4.4772657,4.33545708,4.65E-15,1.62E-13,"uncharacterized protein LOC109504604, partial"
LOC105181151,-5.2891453,7.11909948,4.79E-15,1.66E-13,uncharacterized protein LOC105181151
LOC105185552,2.94959362,5.63791024,5.11E-15,1.77E-13,uncharacterized protein LOC105185552
LOC105192019,5.21651201,0.75777691,5.30E-15,1.83E-13,zinc metalloproteinase nas-14
LOC105189376,3.23859888,3.59509007,5.31E-15,1.83E-13,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial"
LOC105189622,1.9263409,8.52150691,5.45E-15,1.87E-13,protein split ends isoform X2
LOC105184201,2.48352626,4.98325529,5.74E-15,1.96E-13,uncharacterized protein LOC105184201 isoform X2
LOC105182763,3.74164709,4.31008238,5.94E-15,2.03E-13,uncharacterized protein LOC105182763
LOC105191162,2.87202987,4.1348878,6.10E-15,2.08E-13,uncharacterized protein LOC105191162
LOC105190681,2.81716181,3.44319378,6.31E-15,2.14E-13,"alpha-2 adrenergic receptor, partial"
LOC105189832,2.39759678,6.54105577,6.92E-15,2.34E-13,peptidoglycan-recognition protein LE isoform X2
LOC105191219,2.09850841,5.93651248,7.15E-15,2.41E-13,neurogenic locus protein delta
LOC105192656,-2.4177239,6.12431561,7.18E-15,2.42E-13,uncharacterized protein LOC105192656 isoform X2
LOC105181172,3.00415053,4.07226152,7.58E-15,2.54E-13,neurogenic protein big brain
LOC105181704,4.34360812,2.01197751,7.68E-15,2.57E-13,lachesin isoform X5
LOC112589147,3.06898317,6.73931266,7.87E-15,2.63E-13,cytochrome P450 9e2-like
LOC105183000,2.7330202,7.53283022,8.19E-15,2.73E-13,Down syndrome cell adhesion molecule-like protein Dscam2 isoform X36
LOC112588891,-9.0135386,2.11781153,8.22E-15,2.73E-13,oocyte zinc finger protein XlCOF6-like
LOC105185848,3.32242865,4.14796871,8.28E-15,2.74E-13,uncharacterized protein LOC105185848
LOC105192095,-1.7140381,6.87446025,8.32E-15,2.75E-13,ragulator complex protein LAMTOR1
LOC105186216,3.58102068,2.72127852,8.70E-15,2.87E-13,solute carrier family 46 member 3 isoform X1
LOC105180483,2.50421604,8.53295203,8.97E-15,2.95E-13,protein sickie isoform X4
LOC112590709,-4.8492327,3.31722292,9.14E-15,3.00E-13,uncharacterized protein LOC112590709
LOC105180764,-1.7039162,6.96796163,9.56E-15,3.13E-13,uncharacterized protein LOC105180764
LOC105182894,1.97741756,8.45282754,1.11E-14,3.63E-13,transcription factor HIVEP3 isoform X2
LOC105183818,-5.0493743,4.44356036,1.18E-14,3.84E-13,sulfotransferase family cytosolic 1B member 1
LOC105191236,3.6409587,3.77556272,1.21E-14,3.93E-13,solute carrier organic anion transporter family member 3A1
LOC109504494,3.19578387,7.44374455,1.22E-14,3.93E-13,cytochrome P450 9e2-like
LOC105183707,-5.3213624,6.67940847,1.39E-14,4.50E-13,uncharacterized protein LOC105183707 isoform X1
LOC105181029,1.74676309,6.68326279,1.42E-14,4.57E-13,neurotrimin isoform X2
LOC112589022,3.3989508,3.40681218,1.45E-14,4.67E-13,dentin sialophosphoprotein-like
LOC105188480,2.69191203,8.21015515,1.54E-14,4.93E-13,catalase
LOC105186943,4.69389385,3.78978702,1.61E-14,5.16E-13,proton channel OtopLc isoform X3
LOC105181312,-2.1813534,6.35966376,1.63E-14,5.19E-13,uncharacterized protein LOC105181312
LOC105183078,2.07970493,7.67036828,1.72E-14,5.46E-13,myosin-VIIa
LOC105190184,-1.7942837,6.6471528,1.76E-14,5.60E-13,RNA exonuclease 4 isoform X1
LOC105188938,2.20687825,5.75565397,1.78E-14,5.64E-13,uncharacterized protein LOC105188938
LOC105181529,2.09176859,6.89088844,1.80E-14,5.68E-13,protein unzipped isoform X1
LOC105181295,1.9920021,7.21092682,1.86E-14,5.85E-13,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1"
LOC105185315,-4.7799645,2.30835463,1.88E-14,5.90E-13,short-chain dehydrogenase/reductase family 16C member 6 isoform X1
LOC105191237,6.43613236,2.02332605,2.23E-14,6.97E-13,uncharacterized protein LOC105191237
LOC105188856,-5.9872628,1.71987944,2.29E-14,7.16E-13,zinc finger protein 83
LOC109504504,-2.3834941,5.21661233,2.44E-14,7.61E-13,histone H3
LOC105190929,-1.7233723,6.66466565,2.54E-14,7.90E-13,"probable pyruvate dehydrogenase E1 component subunit alpha, mitochondrial"
LOC105188664,3.36334336,3.98401666,2.60E-14,8.07E-13,uncharacterized protein LOC105188664
LOC105191267,4.28233578,2.81355137,2.79E-14,8.63E-13,uncharacterized protein LOC105191267
LOC105191056,-2.1260336,7.58054334,2.86E-14,8.83E-13,ecdysone 20-monooxygenase isoform X2
LOC105191881,-5.0092308,5.86154716,2.87E-14,8.83E-13,histidine decarboxylase
LOC105183518,-2.180915,6.55694318,2.91E-14,8.93E-13,glucose dehydrogenase
LOC105180584,6.90617185,0.52182088,3.03E-14,9.27E-13,UDP-glucuronosyltransferase 2B13
LOC105182765,3.71504825,4.29684939,3.16E-14,9.64E-13,"glutamate receptor ionotropic, kainate 2 isoform X1"
LOC105191100,2.62334698,4.72409649,3.16E-14,9.64E-13,hybrid signal transduction histidine kinase B-like
LOC105181045,1.82052715,8.5476598,3.22E-14,9.80E-13,putative glutamate synthase
LOC105180711,-4.8070687,4.51682339,3.27E-14,9.93E-13,zinc finger and BTB domain-containing protein 41
LOC105190024,-6.8471947,5.52329275,3.69E-14,1.12E-12,cytochrome P450 9e2
LOC105183558,1.8122281,6.19590836,4.00E-14,1.21E-12,protein lap1
LOC105190746,3.66042097,4.69460758,4.02E-14,1.21E-12,death-associated protein kinase related isoform X1
LOC105187386,-2.2279045,7.30921497,4.04E-14,1.21E-12,xanthine dehydrogenase
LOC105184403,-2.608738,6.56550527,4.08E-14,1.22E-12,GSK3-beta interaction protein
LOC105182114,-6.292538,1.953631,4.10E-14,1.23E-12,uncharacterized protein LOC105182114
LOC105180845,1.93397219,5.79765343,4.11E-14,1.23E-12,uncharacterized protein LOC105180845
LOC112589278,-2.3576996,4.98511465,4.40E-14,1.31E-12,uncharacterized protein LOC112589278
LOC105188290,2.15621504,6.2884667,4.66E-14,1.39E-12,LOW QUALITY PROTEIN: ryanodine receptor
LOC105191293,2.011119,9.14654415,4.81E-14,1.42E-12,spectrin beta chain isoform X5
LOC105185572,3.78613438,3.52086384,4.89E-14,1.45E-12,calpain-C isoform X2
LOC105190890,3.64163011,3.89947978,5.32E-14,1.57E-12,uncharacterized protein LOC105190890 isoform X1
LOC105184643,4.35567059,4.14189438,5.40E-14,1.59E-12,POU domain protein CF1A
LOC105190238,2.43095852,5.90077875,5.83E-14,1.71E-12,LOW QUALITY PROTEIN: cadherin-related tumor suppressor
LOC105180756,1.80056405,6.32797308,5.84E-14,1.71E-12,dedicator of cytokinesis protein 3 isoform X4
LOC105185000,3.29725691,6.00000536,5.90E-14,1.72E-12,uncharacterized protein LOC105185000 isoform X1
LOC105183033,2.17264596,5.88965163,6.05E-14,1.76E-12,neurotactin
LOC105186830,4.3891725,4.54675835,6.24E-14,1.82E-12,uncharacterized protein LOC105186830
LOC105183944,1.86648469,7.50452296,6.33E-14,1.84E-12,insulin receptor isoform X2
LOC105187813,2.05429993,6.16501018,6.46E-14,1.87E-12,"F-actin-monooxygenase Mical-like, partial"
LOC105189499,2.61040018,5.82151733,6.49E-14,1.87E-12,transcription factor EC isoform X3
LOC105188659,-3.8514093,3.28221855,6.52E-14,1.88E-12,uncharacterized protein LOC105188659
LOC105188754,3.8969801,4.67966484,6.67E-14,1.92E-12,"actin-5, muscle-specific"
LOC105182481,1.87773273,9.12381955,6.83E-14,1.96E-12,uncharacterized protein LOC105182481
LOC105191705,3.24055542,5.25589577,6.94E-14,1.99E-12,sarcalumenin isoform X1
LOC105185095,2.11736431,5.22104049,7.06E-14,2.02E-12,cAMP-dependent protein kinase catalytic subunit
LOC105182907,-2.4308538,5.01936955,7.17E-14,2.04E-12,histone H2A
LOC105182066,4.43528888,0.97833674,7.27E-14,2.07E-12,carboxypeptidase Q
LOC105184285,-4.1765782,2.78290032,7.31E-14,2.07E-12,26S proteasome non-ATPase regulatory subunit 2
LOC105183373,1.90160851,7.88275339,7.55E-14,2.14E-12,uncharacterized protein LOC105183373 isoform X1
LOC105188340,-4.643323,4.43650847,7.73E-14,2.18E-12,sn1-specific diacylglycerol lipase beta
LOC105189217,2.89011289,4.4853081,8.28E-14,2.33E-12,transferrin isoform X1
LOC105183062,-4.3241737,5.39594576,8.35E-14,2.35E-12,KIF1-binding protein isoform X1
LOC105181793,4.01992071,3.35910528,8.37E-14,2.35E-12,serine proteinase stubble isoform X2
LOC105190428,-3.2752374,3.85400805,8.55E-14,2.39E-12,uncharacterized protein LOC105190428
LOC105183671,4.98035434,2.20075033,8.59E-14,2.40E-12,uncharacterized protein LOC105183671
LOC105191806,1.90624543,6.34969311,8.60E-14,2.40E-12,uncharacterized protein LOC105191806 isoform X1
LOC105191288,2.02266067,5.94031722,9.06E-14,2.52E-12,uncharacterized protein LOC105191288
LOC105182352,3.80018694,1.95342035,9.29E-14,2.58E-12,achaete-scute complex protein T8
LOC105182627,1.79871975,8.44876224,9.35E-14,2.59E-12,AF4/FMR2 family member 4 isoform X2
LOC105183037,1.81355378,8.49345485,9.73E-14,2.69E-12,uncharacterized protein LOC105183037 isoform X9
LOC105191563,2.09832067,5.27538575,1.02E-13,2.82E-12,TGF-beta receptor type-1 isoform X3
LOC105191890,2.05417656,7.10763422,1.03E-13,2.84E-12,latrophilin Cirl-like isoform X2
LOC105181914,-2.8303301,5.77428069,1.10E-13,3.01E-12,ankyrin repeat and KH domain-containing protein 1
LOC105185903,2.52147051,4.30101434,1.28E-13,3.51E-12,period circadian protein isoform X6
LOC105180853,-3.9504008,2.65697416,1.29E-13,3.54E-12,uncharacterized protein LOC105180853 isoform X1
LOC105189268,4.84535026,4.53997995,1.34E-13,3.66E-12,uncharacterized protein LOC105189268
LOC112589505,5.30376303,0.55652702,1.39E-13,3.77E-12,protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1-like isoform X2
LOC105183985,1.8411029,5.90520146,1.49E-13,4.04E-12,cysteine-rich motor neuron 1 protein isoform X2
LOC105188071,-1.7229797,7.77452138,1.51E-13,4.09E-12,COP9 signalosome complex subunit 5 isoform X2
LOC105186214,1.79240446,5.96573146,1.54E-13,4.15E-12,tensin-1 isoform X3
LOC105186320,2.30888912,6.38625859,1.54E-13,4.15E-12,tubulin beta chain
LOC105183091,1.68958377,7.87699012,1.54E-13,4.15E-12,WD repeat and FYVE domain-containing protein 3 isoform X1
LOC105181635,-1.7254679,7.19372892,1.56E-13,4.18E-12,borealin
LOC105187069,2.40300892,7.77012486,1.64E-13,4.39E-12,obscurin isoform X8
LOC105182971,2.14936286,7.2466686,1.64E-13,4.39E-12,papilin isoform X2
LOC112588203,-4.2836843,3.28130982,1.65E-13,4.39E-12,uncharacterized protein LOC112588203
LOC105189148,3.4782025,7.89170242,1.67E-13,4.44E-12,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1"
LOC105190653,-5.5158513,2.1275243,1.68E-13,4.46E-12,uncharacterized protein LOC105190653 isoform X1
LOC105185856,-2.9477662,4.64310095,1.68E-13,4.46E-12,uncharacterized protein LOC105185856
LOC105186101,5.13897174,3.97474377,1.72E-13,4.56E-12,uncharacterized protein LOC105186101 isoform X2
LOC105184817,3.47045399,3.10864102,1.90E-13,5.02E-12,retinol dehydrogenase 14 isoform X1
LOC105182109,-6.1123924,1.79437597,1.95E-13,5.14E-12,uncharacterized protein LOC105182109
LOC105185220,3.66098764,3.70504082,1.98E-13,5.21E-12,hemicentin-1 isoform X2
LOC112588045,2.09668731,4.84606715,1.99E-13,5.21E-12,fasciclin-1-like
LOC105187783,3.8833648,1.23515115,2.31E-13,6.04E-12,odorant receptor 4-like
LOC105182588,-1.9148343,5.79011971,2.37E-13,6.20E-12,uncharacterized protein LOC105182588 isoform X1
LOC105191450,3.28136833,3.56073674,2.38E-13,6.20E-12,CUGBP Elav-like family member 4 isoform X2
LOC105185558,5.26000877,1.00616019,2.41E-13,6.28E-12,uncharacterized protein LOC105185558 isoform X1
LOC105189099,3.02203824,4.6516334,2.48E-13,6.44E-12,ATP-binding cassette sub-family G member 5 isoform X1
LOC112588288,3.64892476,2.10917609,2.49E-13,6.45E-12,uncharacterized protein LOC112588288
LOC105186773,1.89135911,6.90332145,2.51E-13,6.50E-12,uncharacterized protein LOC105186773 isoform X1
LOC105190029,3.07260192,3.86511267,2.63E-13,6.80E-12,cytochrome P450 9e2-like
LOC105189488,2.54805345,4.8538362,2.65E-13,6.82E-12,mitogen-activated protein kinase kinase kinase 3
